id,question,solution_a,total_runtime_a,avg_memory_a,solution_b,total_runtime_b,avg_memory_b,solution_c,total_runtime_c,avg_memory_c,order
147,"
def digit_sum_by_start(strings: list) -> dict:
""""""
Given a list of strings, return a dictionary where the keys are the starting
characters of the strings and the values are the sum of all individual digit
characters (0-9) found within those strings.

Rules:
- Only process strings that start with an alphabetic character (a-z, A-Z).
- Strings starting with numbers, symbols, or empty strings should be ignored.
- Group the sums by the starting character (case-sensitive).
- If a valid string contains no digits, its contribution to the sum is 0.

Examples:
digit_sum_by_start([""Apple12"", ""avocado"", ""A-5""])
# Returns {'A': 8, 'a': 0}
# Explanation: 'A': (1+2) + 5 = 8. 'a': 0 digits.

digit_sum_by_start([""12data"", ""data-base"", ""d3lta""])
# Returns {'d': 3}
# Explanation: ""12data"" starts with digit (ignored). ""data-base"" (0). ""d3lta"" (3).

digit_sum_by_start([])
# Returns {}
""""""
pass
","def digit_sum_by_start(strings: list) -> dict:
    result = {}
    for s in strings:
        if not s or not s[0].isalpha():
            continue
        start = s[0]
        digit_sum = sum(int(c) for c in s if c.isdigit())
        result[start] = result.get(start, 0) + digit_sum
    return result",0.0005539,26.61914063,"def digit_sum_by_start(strings: list) -> dict:
    results = {}
    for text in strings:
        if text[:1].isalpha():
            leader = text[0]
            if leader not in results:
                results[leader] = 0
            for char in text:
                if char in ""0123456789"":
                    results[leader] += int(char)
    return results",0.0004992,26.61914063,"def digit_sum_by_start(strings: list) -> dict:
    from collections import defaultdict
    sums = defaultdict(int)
    for s in strings:
        if not s or not s[0].isalpha():
            continue
        total = 0
        for ch in s:
            o = ord(ch)
            if 48 <= o <= 57:
                total += o - 48
        sums[s[0]] += total
    return dict(sums)
",0.0005482,26.61914063,"['b', 'c', 'a']"
148,"
from typing import List

def reorder_by_divisibility(numbers: List[int]) -> List[int]:
""""""
Return a reordered list of the input integers based on the following priority:
1. Numbers divisible by 3 (sorted ascending).
2. Numbers divisible by 2 but not 3 (sorted ascending).
3. All other numbers (sorted ascending).

Duplicates should be preserved and sorted within their respective groups.

Examples:
reorder_by_divisibility([1, 2, 3, 4, 5, 6, 9]) == [3, 6, 9, 2, 4, 1, 5]
reorder_by_divisibility([10, 20, 7, 5]) == [10, 20, 5, 7]
reorder_by_divisibility([5, 7, 11]) == [5, 7, 11]
reorder_by_divisibility([]) == []
""""""
","from typing import List

def reorder_by_divisibility(numbers: List[int]) -> List[int]:
    div3 = sorted([n for n in numbers if n % 3 == 0])
    div2_not3 = sorted([n for n in numbers if n % 3 != 0 and n % 2 == 0])
    rest = sorted([n for n in numbers if n % 3 != 0 and n % 2 != 0])
    return div3 + div2_not3 + rest",0.0005255,26.95234375,"from typing import List

def reorder_by_divisibility(numbers: List[int]) -> List[int]:
    three, two, rest = [], [], []
    for n in sorted(numbers):
        if n % 3 == 0:
            three.append(n)
        elif n % 2 == 0:
            two.append(n)
        else:
            rest.append(n)
    return three + two + rest",0.0005217,26.95234375,"def reorder_by_divisibility(numbers: 'List[int]') -> 'List[int]':
    return sorted(numbers, key=lambda n: (0 if n % 3 == 0 else 1 if n % 2 == 0 else 2, n))",0.0008199,26.95234375,"['b', 'a', 'c']"
149,"
from typing import List

def max_ascii_spread(strings: List[str]) -> str:
""""""
Given a list of non-empty strings, return the string which has the maximum difference
between the ASCII code of its largest character and the ASCII code of its smallest character.

If there are multiple strings with the same maximum difference, return the one that appears
first in the list.

>>> max_ascii_spread(['az', 'za', 'mm'])
'az'
>>> max_ascii_spread(['abc', 'cba'])
'abc'
>>> max_ascii_spread(['apple', 'pear'])
'pear'
>>> max_ascii_spread(['a', 'bb', 'ccc'])
'a'
""""""
","from typing import List

def max_ascii_spread(strings: List[str]) -> str:
    best = strings[0]
    best_spread = max(ord(c) for c in best) - min(ord(c) for c in best)
    for s in strings[1:]:
        spread = max(ord(c) for c in s) - min(ord(c) for c in s)
        if spread > best_spread:
            best_spread = spread
            best = s
    return best",0.0007939,26.69179688,"from typing import List

def max_ascii_spread(strings: List[str]) -> str:
    scores = []
    for s in strings:
        codes = [ord(c) for c in s]
        codes.sort()
        scores.append(codes[-1] - codes[0])
    
    target = max(scores)
    return strings[scores.index(target)]",0.0007322,26.69179688,"def max_ascii_spread(strings):
    return max(strings, key=lambda s: max(map(ord, s)) - min(map(ord, s)))",0.00048,26.69179688,"['c', 'b', 'a']"
150,"
from typing import List

def alternate_min_max(numbers: List[int]) -> List[int]:
""""""
Return a new list constructed by alternating the smallest and largest elements
from the input list of integers. Start with the absolute minimum, then the
absolute maximum, then the next minimum, and so on, until all elements are used.

The input list is not necessarily sorted.

Examples:
alternate_min_max([1, 2, 3, 4, 5]) == [1, 5, 2, 4, 3]
alternate_min_max([10, 20, 30, 40]) == [10, 40, 20, 30]
alternate_min_max([7]) == [7]
alternate_min_max([]) == []
""""""
","from typing import List

def alternate_min_max(numbers: List[int]) -> List[int]:
    if not numbers:
        return []
    sorted_nums = sorted(numbers)
    result = []
    left, right = 0, len(sorted_nums) - 1
    take_min = True
    while left <= right:
        if take_min:
            result.append(sorted_nums[left])
            left += 1
        else:
            result.append(sorted_nums[right])
            right -= 1
        take_min = not take_min
    return result",0.0005171,26.35605469,"from typing import List

def alternate_min_max(numbers: List[int]) -> List[int]:
    data = sorted(numbers)
    n = len(data)
    res = []
    for i in range(n):
        if i % 2 == 0:
            res.append(data[i // 2])
        else:
            res.append(data[n - 1 - i // 2])
    return res",0.0004202,26.35605469,"def alternate_min_max(numbers: List[int]) -> List[int]:
    from collections import Counter
    import heapq
    if not numbers:
        return []
    counts = Counter(numbers)
    min_heap = list(counts.keys())
    max_heap = [-k for k in counts.keys()]
    heapq.heapify(min_heap)
    heapq.heapify(max_heap)
    total = len(numbers)
    res = []
    take_min = True
    while total > 0:
        if take_min:
            while min_heap and counts[min_heap[0]] == 0:
                heapq.heappop(min_heap)
            if not min_heap:
                break
            v = heapq.heappop(min_heap)
            counts[v] -= 1
            total -= 1
            res.append(v)
            if counts[v] > 0:
                heapq.heappush(min_heap, v)
        else:
            while max_heap and counts[-max_heap[0]] == 0:
                heapq.heappop(max_heap)
            if not max_heap:
                break
            neg = heapq.heappop(max_heap)
            v = -neg
            counts[v] -= 1
            total -= 1
            res.append(v)
            if counts[v] > 0:
                heapq.heappush(max_heap, -v)
        take_min = not take_min
    return res
",0,0,"['b', 'a', 'c']"
151,"
def count_super_elements(lst: list) -> int:
""""""
Given a list of strings, return the count of strings at index i (where i > 0)
such that the string at lst[i] contains all unique characters present in lst[i-1].

The comparison is case-sensitive.

count_super_elements(['a', 'ab', 'abc']) == 2
count_super_elements(['abc', 'ab', 'b']) == 0
count_super_elements(['x', 'xy', 'xy', 'y']) == 2
count_super_elements([]) == 0
""""""
","def count_super_elements(lst: list) -> int:
    count = 0
    for i in range(1, len(lst)):
        prev_chars = set(lst[i-1])
        if prev_chars <= set(lst[i]):
            count += 1
    return count",0.0004736,26.53300781,"def count_super_elements(lst: list) -> int:
    count = 0
    for i in range(len(lst) - 1):
        if not (set(lst[i]) - set(lst[i + 1])):
            count += 1
    return count",0.0004618,26.53300781,"def count_super_elements(lst: list) -> int:
    count = 0
    for i in range(1, len(lst)):
        if all(ch in lst[i] for ch in lst[i - 1]):
            count += 1
    return count",0.0005027,26.53300781,"['b', 'a', 'c']"
152,"
def chain_score(words: list) -> int:
""""""
Given a list of strings, calculate a score based on the transition between consecutive words.
Start with a score of 0. Iterate through the list starting from the second word.
If the current word starts with the same character as the previous word ended with,
add the length of the current word to the score. Otherwise, subtract 1 from the score.

The comparison is case-sensitive. Return 0 if the list has fewer than 2 words.

Examples:
chain_score([""apple"", ""eat"", ""tea""]) == 6
chain_score([""cat"", ""dog"", ""god""]) == 2
chain_score([""a"", ""b"", ""c""]) == -2
""""""
pass
","def chain_score(words: list) -> int:
    if len(words) < 2:
        return 0
    score = 0
    for i in range(1, len(words)):
        if words[i-1][-1] == words[i][0]:
            score += len(words[i])
        else:
            score -= 1
    return score",0.0005091,26.54589844,"def chain_score(words: list) -> int:
    if len(words) < 2:
        return 0
    score = 0
    for w1, w2 in zip(words, words[1:]):
        if w1 and w2 and w2.startswith(w1[-1]):
            score += len(w2)
        else:
            score -= 1
    return score",0.0004664,26.54589844,"def chain_score(words: list) -> int:
    from functools import reduce
    if len(words) < 2:
        return 0
    def step(acc, curr):
        score, prev = acc
        if prev and curr and curr[0] == prev[-1]:
            return (score + len(curr), curr)
        else:
            return (score - 1, curr)
    score, _ = reduce(step, words[1:], (0, words[0]))
    return score
",0.0005156,26.54589844,"['b', 'a', 'c']"
153,"
def min_max_arrangement(lst):
""""""
Given a list of integers, return a new list where the elements are arranged
in a specific order: the first element is the minimum of the original list,
the second element is the maximum, the third is the second minimum,
the fourth is the second maximum, and so on.

If the list is empty, return an empty list.

Examples:
min_max_arrangement([1, 2, 3, 4, 5]) == [1, 5, 2, 4, 3]
min_max_arrangement([10, 20]) == [10, 20]
min_max_arrangement([5, 5, 1]) == [1, 5, 5]
""""""
","def min_max_arrangement(lst):
    if not lst:
        return []
    sorted_lst = sorted(lst)
    result = []
    left, right = 0, len(sorted_lst) - 1
    take_min = True
    while left <= right:
        if take_min:
            result.append(sorted_lst[left])
            left += 1
        else:
            result.append(sorted_lst[right])
            right -= 1
        take_min = not take_min
    return result",0.0004623,26.67617188,"def min_max_arrangement(lst):
    sorted_vals = sorted(lst)
    result = []
    for i in range(len(lst)):
        if i % 2 == 0:
            result.append(sorted_vals[i // 2])
        else:
            result.append(sorted_vals[-(i // 2 + 1)])
    return result",0.0005222,26.67617188,"def min_max_arrangement(lst):
    from collections import Counter
    import heapq
    if not lst:
        return []
    counts = Counter(lst)
    min_heap = list(counts.keys())
    max_heap = [-k for k in counts.keys()]
    heapq.heapify(min_heap)
    heapq.heapify(max_heap)
    res = []
    take_min = True
    while len(res) < len(lst):
        if take_min:
            while True:
                x = heapq.heappop(min_heap)
                if counts[x] > 0:
                    res.append(x)
                    counts[x] -= 1
                    if counts[x] > 0:
                        heapq.heappush(min_heap, x)
                        heapq.heappush(max_heap, -x)
                    take_min = False
                    break
        else:
            while True:
                x = -heapq.heappop(max_heap)
                if counts[x] > 0:
                    res.append(x)
                    counts[x] -= 1
                    if counts[x] > 0:
                        heapq.heappush(min_heap, x)
                        heapq.heappush(max_heap, -x)
                    take_min = True
                    break
    return res",0.0005522,26.67617188,"['a', 'b', 'c']"
154,"
def insert_parity_marks(text: str) -> str:
""""""
Given a string of digits, return a new string with characters inserted between adjacent digits based on their parity:
- Insert '*' between two consecutive even digits.
- Insert '-' between two consecutive odd digits.
- Insert nothing between digits of different parity.

Constraints: The input string will strictly contain only numeric characters (0-9).

Examples:
insert_parity_marks(""1357"") -> ""1-3-5-7""
insert_parity_marks(""2468"") -> ""2*4*6*8""
insert_parity_marks(""1234"") -> ""1234""
insert_parity_marks(""112233"") -> ""1-12*23-3""
""""""
","def insert_parity_marks(text: str) -> str:
    if len(text) <= 1:
        return text
    result = [text[0]]
    for i in range(1, len(text)):
        prev, curr = int(text[i-1]), int(text[i])
        if prev % 2 == 0 and curr % 2 == 0:
            result.append('*')
        elif prev % 2 == 1 and curr % 2 == 1:
            result.append('-')
        result.append(text[i])
    return ''.join(result)",0.0004827,25.98320313,"def insert_parity_marks(text: str) -> str:
    if not text:
        return """"
    
    def get_mark(a, b):
        p1, p2 = int(a) % 2, int(b) % 2
        if p1 == p2:
            return ""*"" if p1 == 0 else ""-""
        return """"
    
    parts = [a + get_mark(a, b) for a, b in zip(text, text[1:])]
    return """".join(parts) + text[-1]",0.0004121,25.98320313,"def insert_parity_marks(text: str) -> str:
    if not text:
        return """"
    n = len(text)
    par = [(ord(ch) - 48) & 1 for ch in text]
    marks = [('*' if par[i] == 0 and par[i+1] == 0 else ('-' if par[i] == 1 and par[i+1] == 1 else '')) for i in range(n - 1)]
    res = [text[0]]
    for i in range(n - 1):
        m = marks[i]
        if m:
            res.append(m)
        res.append(text[i+1])
    return ''.join(res)",0.0003718,25.98320313,"['c', 'b', 'a']"
155,"
def group_sum_parity(lst):
""""""
Given a list of integers, return a new list where consecutive elements
in the original list that share the same parity (both even or both odd)
are summed together.

examples:
group_sum_parity([1, 3, 2, 4, 6]) == [4, 12]
# Explanation: 1,3 are odd (sum 4). 2,4,6 are even (sum 12).

group_sum_parity([1, 2, 3, 4]) == [1, 2, 3, 4]
group_sum_parity([5, 5, 5]) == [15]
group_sum_parity([]) == []
""""""
","def group_sum_parity(lst):
    if not lst:
        return []
    result = []
    current_sum = lst[0]
    current_parity = lst[0] % 2
    for n in lst[1:]:
        if n % 2 == current_parity:
            current_sum += n
        else:
            result.append(current_sum)
            current_sum = n
            current_parity = n % 2
    result.append(current_sum)
    return result",0.000459,26.88730469,"def group_sum_parity(lst):
    res = []
    i = 0
    while i < len(lst):
        total = lst[i]
        p = total % 2
        i += 1
        while i < len(lst) and lst[i] % 2 == p:
            total += lst[i]
            i += 1
        res.append(total)
    return res",0.0004688,26.88730469,"def group_sum_parity(lst):
    from itertools import groupby
    return [sum(group) for _, group in groupby(lst, key=lambda x: x % 2)]",0.0004849,26.88730469,"['a', 'b', 'c']"
156,"
def array_balance_differences(numbers: list) -> list:
""""""
Given a list of integers, return a new list of the same length where the element at index i
represents the absolute difference between the sum of elements to the left of i
and the sum of elements to the right of i.

For the first element, the left sum is considered 0.
For the last element, the right sum is considered 0.

Examples:
array_balance_differences([1, 2, 3]) == [5, 2, 3]
array_balance_differences([10]) == [0]
array_balance_differences([1, 1, 1, 1]) == [3, 1, 1, 3]
array_balance_differences([-5, 5, -5, 5]) == [5, 5, 5, 5]
""""""
","def chunk_transform(s: str, k: int) -> str:
    result = []
    chunks = [s[i:i+k] for i in range(0, len(s), k)]
    for idx, chunk in enumerate(chunks):
        if idx % 2 == 0:
            result.append(chunk[::-1])
        else:
            if len(chunk) > 1:
                result.append(chunk[1:] + chunk[0])
            else:
                result.append(chunk)
    return ''.join(result)",0.0004356,26.44570313,"def chunk_transform(s: str, k: int) -> str:
    res = []
    idx = 0
    while idx < len(s):
        group = s[idx : idx + k]
        res.append(group[::-1])
        idx += k
        if idx < len(s):
            group = s[idx : idx + k]
            res.append(group[1:] + group[0])
            idx += k
    return """".join(res)
 ",0.0005381,26.44570313,"def chunk_transform(s: str, k: int) -> str:
    if k <= 0:
        return s
    res = []
    pos = 0
    idx = 0
    n = len(s)
    while pos < n:
        end = pos + k
        chunk = s[pos:end]
        if idx % 2 == 0:
            res.append(chunk[::-1])
        else:
            if len(chunk) > 1:
                res.append(chunk[1:] + chunk[0])
            else:
                res.append(chunk)
        pos = end
        idx += 1
    return ''.join(res)",0.0004475,26.44570313,"['a', 'c', 'b']"
157,"
def chunk_transform(s: str, k: int) -> str:
""""""
Split the string `s` into groups of length `k`.
Process each group based on its 0-based index in the sequence of groups:
- If the group index is even, reverse the group string.
- If the group index is odd, rotate the group string to the left by 1 position (shift first character to the end).

Join the processed groups back into a single string.
The last group may be shorter than `k` but is treated the same way.

Constraints:
- k > 0
- s contains printable ASCII characters.

Examples:
chunk_transform(""abcdefg"", 3)
# Groups: [""abc"", ""def"", ""g""]
# Index 0 (Even): ""abc"" -> Reverse -> ""cba""
# Index 1 (Odd): ""def"" -> Rotate Left -> ""efd""
# Index 2 (Even): ""g"" -> Reverse -> ""g""
# Result: ""cbaefdg""

chunk_transform(""HelloWorld"", 2)
# Groups: [""He"", ""ll"", ""oW"", ""or"", ""ld""]
# 0: ""He"" -> ""eH""
# 1: ""ll"" -> ""ll""
# 2: ""oW"" -> ""Wo""
# 3: ""or"" -> ""ro""
# 4: ""ld"" -> ""dl""
# Result: ""eHllWorodl""
""""""
","def calculate_parity_sum(n: int) -> int:
    total = 0
    for d in str(n):
        digit = int(d)
        if digit % 2 == 1:
            total += digit
        else:
            total -= digit
    return total",0.0004487,26.07304688,"def calculate_parity_sum(n: int) -> int:
    parity_sums = [0, 0]
    for digit_char in str(n):
        digit = int(digit_char)
        parity_sums[digit % 2] += digit
    return parity_sums[1] - parity_sums[0]",0,0,"def calculate_parity_sum(n: int) -> int:
    total = 0
    while n:
        d = n % 10
        if d % 2:
            total += d
        else:
            total -= d
        n //= 10
    return total",0.0004271,26.07304688,"['c', 'a', 'b']"
158,"
def calculate_parity_sum(n: int) -> int:
""""""
Given a non-negative integer n, calculate a sum based on its digits.
Iterate through the digits of n: if a digit is odd, add its value to the sum;
if a digit is even, subtract its value from the sum.
Return the final calculated sum.

>>> calculate_parity_sum(123)
2
>>> calculate_parity_sum(88)
-16
>>> calculate_parity_sum(501)
6
>>> calculate_parity_sum(0)
0
""""""
","def closest_adjacent_sum(nums: list[int]) -> int:
    if len(nums) < 2:
        return 0
    min_diff = float('inf')
    best_sum = 0
    for i in range(len(nums) - 1):
        diff = abs(nums[i] - nums[i+1])
        pair_sum = nums[i] + nums[i+1]
        if diff < min_diff or (diff == min_diff and pair_sum > best_sum):
            min_diff = diff
            best_sum = pair_sum
    return best_sum",0.0003782,25.98300781,"def closest_adjacent_sum(nums: list[int]) -> int:
    if len(nums) < 2:
        return 0
    a, b = min(zip(nums, nums[1:]), key=lambda p: (abs(p[0] - p[1]), -(p[0] + p[1])))
    return a + b",0.0003773,25.98300781,"def closest_adjacent_sum(nums: list[int]) -> int:
    n = len(nums)
    if n < 2:
        return 0
    min_diff = None
    for i in range(n - 1):
        a, b = nums[i], nums[i + 1]
        diff = a - b
        if diff < 0:
            diff = -diff
        if min_diff is None or diff < min_diff:
            min_diff = diff
    max_sum = None
    for i in range(n - 1):
        a, b = nums[i], nums[i + 1]
        diff = a - b
        if diff < 0:
            diff = -diff
        if diff == min_diff:
            s = a + b
            if max_sum is None or s > max_sum:
                max_sum = s
    return 0 if max_sum is None else max_sum",0.0003407,25.98300781,"['c', 'b', 'a']"
159,"
def closest_adjacent_sum(nums: list[int]) -> int:
""""""
Given a list of integers, find the pair of adjacent elements that has the smallest absolute difference.
Return the sum of this pair.

If there are multiple pairs with the same minimum difference, return the one among them with the largest sum.
If the list contains fewer than 2 elements, return 0.

>>> closest_adjacent_sum([10, 15, 20, 23])
43
>>> closest_adjacent_sum([5, 10, 15])
25
>>> closest_adjacent_sum([1, 100, 2, 3])
5
""""""
","def group_indices_by_parity(nums: list) -> dict:
    result = {'even': [], 'odd': []}
    for i, n in enumerate(nums):
        if n % 2 == 0:
            result['even'].append(i)
        else:
            result['odd'].append(i)
    return result",0.0004731,26.78457031,"def group_indices_by_parity(nums: list) -> dict:
    groups = [[], []]
    for i in range(len(nums)):
        groups[nums[i] % 2].append(i)
    return {""even"": groups[0], ""odd"": groups[1]}",0.0004556,26.78457031,"def group_indices_by_parity(nums: list) -> dict:
    pairs = [(n & 1, i) for i, n in enumerate(nums)]
    pairs.sort(key=lambda x: x[0])
    even = [idx for par, idx in pairs if par == 0]
    odd = [idx for par, idx in pairs if par == 1]
    return {'even': even, 'odd': odd}
",0.0005323,26.78457031,"['b', 'a', 'c']"
160,"
def group_indices_by_parity(nums: list) -> dict:
""""""
Given a list of integers, return a dictionary with exactly two keys: ""even"" and ""odd"".
The values should be lists containing the indices (0-indexed) of the even and odd
numbers from the input list, respectively.

The indices in the output lists must be sorted in ascending order.

group_indices_by_parity([1, 2, 3, 4]) == {'even': [1, 3], 'odd': [0, 2]}
group_indices_by_parity([10, 20, 30]) == {'even': [0, 1, 2], 'odd': []}
group_indices_by_parity([5, 15]) == {'even': [], 'odd': [0, 1]}
group_indices_by_parity([]) == {'even': [], 'odd': []}
""""""
","def toggle_case_alternating(text: str) -> str:
    result = []
    is_lower = True
    for c in text:
        if c.isalpha():
            result.append(c.lower() if is_lower else c.upper())
            is_lower = not is_lower
        else:
            result.append(c)
    return ''.join(result)",0.0005373,26.43515625,"def toggle_case_alternating(text: str) -> str:
    chars = list(text)
    count = 0
    for i, c in enumerate(chars):
        if c.isalpha():
            chars[i] = c.lower() if count % 2 == 0 else c.upper()
            count += 1
    return """".join(chars)",0.0008673,26.43515625,"def toggle_case_alternating(text: str) -> str:
    import re
    toggled = [True]
    def repl(m):
        ch = m.group(0)
        out = ch.lower() if toggled[0] else ch.upper()
        toggled[0] = not toggled[0]
        return out
    return re.sub(r'[^\W\d_]', repl, text)",0.0008361,26.43515625,"['a', 'c', 'b']"
161,"
def toggle_case_alternating(text: str) -> str:
""""""
Given a string `text`, return a new string where all alphabetic characters
alternate between lowercase and uppercase, starting with lowercase for the
first letter found. Non-alphabetic characters are preserved and do not
influence the alternating sequence index.

>>> toggle_case_alternating(""Hello World"")
'hElLo WoRlD'
>>> toggle_case_alternating(""123abc456"")
'123aBc456'
>>> toggle_case_alternating(""String-Logic"")
'sTrInG-lOgIc'
""""""
","def filter_and_digit_sum(numbers: list) -> list:
    result = []
    for n in numbers:
        if n % 2 == 0:
            digit_sq_sum = sum(int(d)**2 for d in str(n))
            result.append(digit_sq_sum)
    return result",0.0004507,26.00195313,"def filter_and_digit_sum(numbers: list) -> list:
    ans = []
    for val in numbers:
        if val % 2 != 0:
            continue
        sq_sum = 0
        while val > 0:
            digit = val % 10
            sq_sum += digit * digit
            val //= 10
        ans.append(sq_sum)
    return ans",0.000406,26.00195313,"def filter_and_digit_sum(numbers: list) -> list:
    def sod(n):
        if n == 0:
            return 0
        return (n % 10) ** 2 + sod(n // 10)
    res = []
    for n in numbers:
        if n % 2 == 0:
            res.append(sod(n))
    return res",0.0005683,26.00195313,"['b', 'a', 'c']"
162,"
def filter_and_digit_sum(numbers: list) -> list:
""""""
Given a list of positive integers, return a new list containing the sum of
the squares of the digits for every even number in the input list.
Odd numbers in the input should be ignored.

>>> filter_and_digit_sum([10, 21, 4, 13])
[1, 16]
>>> filter_and_digit_sum([12, 202, 33])
[5, 8]
>>> filter_and_digit_sum([1, 3, 5])
[]
""""""
","def find_sandwiched_chars(s: str) -> list[str]:
    result = []
    for i in range(1, len(s) - 1):
        if s[i-1] == s[i+1]:
            result.append(s[i])
    return result",0.0004794,26.49824219,"def find_sandwiched_chars(s: str) -> list[str]:
    chars = []
    for left, mid, right in zip(s, s[1:], s[2:]):
        if left == right:
            chars.append(mid)
    return chars",0.0004264,26.49824219,"def find_sandwiched_chars(s: str) -> list[str]:
    return [s[i] for i in range(1, len(s) - 1) if s[i-1] == s[i+1]]
",0.00044,26.49824219,"['b', 'c', 'a']"
163,"
def find_sandwiched_chars(s: str) -> list[str]:
""""""
Given a string s, find all characters that are immediately surrounded
by two identical characters. Return a list of these characters
in the order they appear in the string.

Constraints:
- Case sensitive (e.g., 'a' and 'A' are considered different).
- Overlapping patterns count (e.g., in ""aaaa"", the middle two 'a's are both sandwiched).

Examples:
find_sandwiched_chars(""xyx"") == ['y']
find_sandwiched_chars(""abacada"") == ['b', 'c', 'd']
find_sandwiched_chars(""aaaa"") == ['a', 'a']
find_sandwiched_chars(""abc"") == []
""""""
","def sum_consecutive_runs(numbers):
    if not numbers:
        return []
    result = []
    current_val = numbers[0]
    current_sum = current_val
    for n in numbers[1:]:
        if n == current_val:
            current_sum += n
        else:
            result.append(current_sum)
            current_val = n
            current_sum = n
    result.append(current_sum)
    return result",0.0004103,26.00292969,"def sum_consecutive_runs(numbers):
    res = []
    i = 0
    while i < len(numbers):
        start = i
        while i < len(numbers) and numbers[i] == numbers[start]:
            i += 1
        res.append(sum(numbers[start:i]))
    return res",0.0003702,26.00292969,"def sum_consecutive_runs(numbers):
    from itertools import groupby
    return [sum(group) for _, group in groupby(numbers)]",0.0003568,26.00292969,"['c', 'b', 'a']"
164,"
def sum_consecutive_runs(numbers):
""""""
Given a list of integers, return a new list where every sequence of
consecutive identical values is replaced by their sum.

The order of the groups must be preserved.

>>> sum_consecutive_runs([1, 1, 2, 1])
[2, 2, 1]
>>> sum_consecutive_runs([1, 2, 3, 3, 3])
[1, 2, 9]
>>> sum_consecutive_runs([])
[]
>>> sum_consecutive_runs([10, 10, 10, 10])
[40]
""""""
pass
","def digit_position_delta(num1: int, num2: int) -> int:
    s1, s2 = str(num1), str(num2)
    max_len = max(len(s1), len(s2))
    s1 = s1.zfill(max_len)
    s2 = s2.zfill(max_len)
    return sum(abs(int(a) - int(b)) for a, b in zip(s1, s2))",0.0004668,26.69257813,"def digit_position_delta(num1: int, num2: int) -> int:
    d1, d2 = list(str(num1)), list(str(num2))
    res = 0
    while d1 or d2:
        v1 = int(d1.pop()) if d1 else 0
        v2 = int(d2.pop()) if d2 else 0
        res += abs(v1 - v2)
    return res",0.0004809,26.69257813,"def digit_position_delta(num1: int, num2: int) -> int:
    total = 0
    while num1 > 0 or num2 > 0:
        total += abs((num1 % 10) - (num2 % 10))
        num1 //= 10
        num2 //= 10
    return total",0.0004694,26.69257813,"['a', 'c', 'b']"
165,"
def digit_position_delta(num1: int, num2: int) -> int:
""""""
Given two non-negative integers num1 and num2, calculate the sum of the absolute
differences between their digits when aligned from the right (least significant digit).
If the numbers differ in digit count, assume the shorter number has leading zeros.

Args:
num1: A non-negative integer.
num2: A non-negative integer.

Returns:
The sum of absolute differences of the aligned digits.

Examples:
digit_position_delta(123, 456) == 9 # |3-6| + |2-5| + |1-4| = 3 + 3 + 3 = 9
digit_position_delta(1, 10) == 2 # |1-0| + |0-1| = 1 + 1 = 2
digit_position_delta(105, 5) == 6 # |5-5| + |0-0| + |1-0| = 0 + 0 + 1 = 1
digit_position_delta(99, 0) == 18 # |9-0| + |9-0| = 18
""""""
","def sum_consecutive_evens(nums: list) -> list:
    if not nums:
        return []
    result = []
    i = 0
    while i < len(nums):
        if nums[i] % 2 == 0:
            even_sum = 0
            while i < len(nums) and nums[i] % 2 == 0:
                even_sum += nums[i]
                i += 1
            result.append(even_sum)
        else:
            result.append(nums[i])
            i += 1
    return result",0.0005741,26.0546875,"def sum_consecutive_evens(nums: list) -> list:
    result = []
    for i, num in enumerate(nums):
        if i > 0 and num % 2 == 0 and nums[i-1] % 2 == 0:
            result[-1] += num
        else:
            result.append(num)
    return result",0.0007461,26.0546875,"def sum_consecutive_evens(nums: list) -> list:
    from itertools import groupby
    result = []
    for parity, group in groupby(nums, key=lambda x: x % 2):
        block = list(group)
        if parity == 0:
            result.append(sum(block))
        else:
            result.extend(block)
    return result",0.0006419,26.0546875,"['a', 'c', 'b']"
166,"
def sum_consecutive_evens(nums: list) -> list:
""""""
Given a list of integers, return a new list where every sequence of consecutive
even numbers is replaced by their sum. Odd numbers remain unchanged and
serve as boundaries for the even sequences.

>>> sum_consecutive_evens([1, 2, 2, 3, 6, 4])
[1, 4, 3, 10]
>>> sum_consecutive_evens([2, 4, 6, 8])
[20]
>>> sum_consecutive_evens([1, 3, 5])
[1, 3, 5]
>>> sum_consecutive_evens([10, 1, 5, 2, 4, 1])
[10, 1, 5, 6, 1]
""""""
","def select_strong_elements(numbers: list[int]) -> list[int]:
    result = []
    right_sum = sum(numbers)
    for n in numbers:
        right_sum -= n
        if n > right_sum:
            result.append(n)
    return result",0.0012186,26.89824219,"def select_strong_elements(numbers: list[int]) -> list[int]:
    strong_elements = []
    for i in range(len(numbers)):
        if numbers[i] > sum(numbers[i + 1:]):
            strong_elements.append(numbers[i])
    return strong_elements",0.0006066,26.89824219,"def select_strong_elements(numbers: list[int]) -> list[int]:
    result_rev = []
    acc = 0
    for n in reversed(numbers):
        if n > acc:
            result_rev.append(n)
        acc += n
    return list(reversed(result_rev))",0.0005173,26.89824219,"['c', 'b', 'a']"
